Author,Section,Question,Answer,Category,A1,A2,A3
Original Text,4.2,What naively multiplies all the feature likelihoods together?,naive Bayes,Acceptable,Y,Y,Y
Human Summary,4.2,What is used to avoid zeros?,Laplace smoothing,Acceptable,Y,Y,Y
Original Text,4.4,What seems to matter more than its frequency?,whether a word occurs or not,Acceptable,Y,N,N
Automatic Summary,4.4,What can modify a negative word to produce a positive review?,negation,Acceptable,Y,Y,Y
Automatic Summary,4.4,What can we derive from sentiment lexicons?,positive and negative word features,Acceptable,Y,Y,N
Human Summary,4.4,What is another name for binary multinomial naive Bayes?,binary NB,Acceptable,Y,Y,N
Human Summary,4.5,What type of texts are Language ID systems trained on?,multilingual,Acceptable,Y,N,N
Original Text,4.5,What is the task of deciding if a particular piece of email is an example of spam?,spam detection,Acceptable,Y,Y,Y
Human Summary,4.5,What are features in naive Bayes for spam detection?,a set of likely words or phrases,Acceptable,Y,N,Y
Human Summary,4.6,What is the probability of a sentence being positive?,the total product of the individual probabilities that each word in the sentence is positive,Acceptable,Y,Y,N
Human Summary,4.6,What are similar to language modeling in that they can be viewed as a set of class-specific unigram language models?,Naive Bayes models,Acceptable,Y,Y,Y
Automatic Summary,4.6,What do likelihood features assign to each word P(word|c)?,probability,Acceptable,Y,N,N
Automatic Summary,4.7.0,What is the goal of accuracy?,to discover something that is rare,Acceptable,Y,N,N
Original Text,4.7.0,How many false negatives would a classifier have?,"999,900",Acceptable,N,N,N
Original Text,4.7.0,What do we need in order to know how well our spam detector is doing?,metric,Acceptable,Y,Y,N
Automatic Summary,4.7.0,What is the goal of spam detection?,"to label every text as being in the spam category (""positive"") or not in the spam category (""negative"")",Acceptable,Y,Y,N
Original Text,4.7.0,"What is the accuracy of the ""nothing is pie"" classifier?",99.99%,Acceptable,N,N,N
Original Text,4.7.1,How can we derive a single metric that tells us how well the system is doing?,combine these values in two ways,Acceptable,N,Y,N
Human Summary,4.8,What allows all data to be used for both training and testing?,Cross-validation,Acceptable,Y,Y,Y
Human Summary,4.9.0,What is the null hypothesis that supposes that delta is negative or zero?,Hypothesis H_0,Acceptable,N,Y,Y
Human Summary,4.9.0,What random variable is created over all test sets to find if we can rule out H_0?,X,Acceptable,N,N,N
Automatic Summary,4.9.0,What does the hypothesis H0 suppose?,d(x) is actually negative or zero,Acceptable,N,N,Y
Human Summary,4.9.0,What attempts to rule out the null hypothesis?,statistical significance testing,Acceptable,Y,Y,Y
Automatic Summary,4.9.0,What type of tests do we artificially create many versions of the experimental setup?,non-parametric tests based on sampling,Acceptable,Y,N,N
Original Text,4.9.0,What are non-parametric tests based on?,sampling,Acceptable,Y,Y,Y
Original Text,4.9.0,What is the probability that we would see if the null hypothesis is true?,d(x),Acceptable,N,N,Y
Automatic Summary,4.9.0,Where can we know if the new system we just built is better than the old one?,the literature,Acceptable,N,N,N
Human Summary,4.9.0,The null hypothesis assumes that the effective size is what?,negative or zero,Acceptable,Y,N,Y
Automatic Summary,4.9.0,How do we test statistical significance for NLP classifiers?,by formalizing two hypotheses,Acceptable,Y,N,N
Original Text,4.9.1,The first row of Fig. 1 shows the results of two classifiers (A and B) on a test set x of 10 documents,4.8,Acceptable,N,N,N
Automatic Summary,4.9.1,What is the test set for a tiny text classification example?,x of 10 documents,Acceptable,N,N,N
Automatic Summary,4.9.1,What can we do statistics on now that we have the b test sets?,how often A has an accidental advantage,Acceptable,N,N,N
Original Text,4.9.1,What is the num of samples b?,b,Acceptable,N,N,N
Automatic Summary,2.0,What do modern conversational agents rely on?,more sophisticated understanding of the user's intent,Grammatical,Y,Y,Y
Human Summary,2.0,What does edit distance evaluate?,degree of resemblance between two strings,Grammatical,Y,Y,Y
Automatic Summary,2.0,What is an example of a hashtag?,#nlproc,Grammatical,Y,Y,Y
Human Summary,2.0,What is the most important tool for text pattern characterization?,Regular expressions,Grammatical,Y,Y,Y
Automatic Summary,2.0,What language doesn't have spaces between words?,Japanese,Grammatical,Y,Y,Y
Original Text,2.0,What is an algorithm with applications throughout language processing?,Edit distance,Grammatical,Y,Y,Y
Human Summary,2.0,What is the process of finding root words of inflected words?,Lemmatization,Grammatical,Y,Y,Y
Automatic Summary,2.1.0,What types of regular expressions do regular expressions come in?,variants,Grammatical,Y,N,N
Automatic Summary,2.1.0,What is an algebraic notation for characterizing a set of strings?,regular expression,Grammatical,Y,Y,Y
Original Text,2.1.1,What can be used to specify what a single character cannot be?,square braces,Grammatical,Y,Y,Y
Human Summary,2.1.1,What is an algebraic notation for characterizing a set of strings that is useful for searching for a pattern or through a corpus?,The regular expression,Grammatical,Y,Y,Y
Human Summary,2.1.1,What specifies a disjunction of characters that can be matched in a position in a longer regular expression?,Square braces,Grammatical,Y,Y,Y
Original Text,2.1.1,What will /a*/ match?,match a or aaaaa,Grammatical,Y,Y,Y
Human Summary,2.1.1,What does the (?) mean?,the preceding character or nothing,Grammatical,Y,N,Y
Automatic Summary,2.1.1,"How many ways to specify ""at least one"" of some character?",two,Grammatical,Y,Y,N
Original Text,2.1.1,What is the first symbol after the open square brace?,a,Grammatical,Y,Y,N
Original Text,2.1.1,What specifies a disjunction of characters to match?,The string of characters inside the braces,Grammatical,Y,Y,Y
Original Text,2.1.1,What is it like to have to write the regular expression for digits twice?,annoying,Grammatical,Y,Y,N
Original Text,2.1.1,What does the pattern /[2-5]/ specify?,"any one of the characters 2, 3, 4, or 5",Grammatical,Y,Y,Y
Human Summary,2.1.1,What is a simple type of regular expressions?,a sequence of characters,Grammatical,Y,Y,Y
Original Text,2.1.1,What do square brackets not allow us to say?,s or nothing,Grammatical,Y,Y,Y
Original Text,2.1.1,What is an integer?,a string of digits,Grammatical,Y,Y,Y
Automatic Summary,2.1.1,"What means ""any string of zero or more as""?",/a*/,Grammatical,Y,Y,Y
Original Text,2.1.1,What is the regular expression used to specify this?,/aardvark,Grammatical,Y,Y,Y
Original Text,2.1.1,What can be used to solve this problem?,square braces,Grammatical,Y,Y,Y
Original Text,2.1.1,What does the caret stand for if it occurs anywhere else?,a caret,Grammatical,Y,Y,Y
Human Summary,2.1.2,"What does (( )) mean ""and""?",Parentheses,Grammatical,Y,N,N
Original Text,2.1.2,What operator applies by default only to a single character?,Kleene*,Grammatical,Y,Y,Y
Automatic Summary,2.1.2,When do we need to use the disjunction operator?,in the midst of a larger sequence,Grammatical,Y,Y,Y
Original Text,2.1.2,What is another way to enforce non-greedy matching?,qualifier,Grammatical,Y,Y,Y
Human Summary,2.1.2,Non-greedy matching can be enforced by what?,question mark qualifier,Grammatical,Y,Y,Y
Automatic Summary,2.1.2,What is the operator *??,Kleene star,Grammatical,N,Y,Y
Original Text,2.1.2,What can be ambiguous in another way?,Patterns,Grammatical,Y,Y,Y
Human Summary,2.1.2,"When regular expressions are not matched, we match them with what?",largest string they can,Grammatical,Y,Y,Y
Original Text,2.1.2,What would we want to search for in a text about pets?,string cat or the string dog,Grammatical,Y,Y,N
Original Text,2.1.2,What takes precedence over the disjunction operator?,sequences like guppy,Grammatical,Y,Y,Y
Automatic Summary,2.1.2,What is another name for the disjunction operator?,pipe symbol,Grammatical,Y,Y,Y
Human Summary,2.1.3,Less false negatives errors mean more what?,recall,Grammatical,Y,Y,Y
Automatic Summary,2.1.3,What is an example of an incorrect pattern?,/the/,Grammatical,Y,Y,Y
Automatic Summary,2.1.3,What is the pattern that will miss the word when it begins a sentence?,/[tT]he/,Grammatical,Y,Y,N
Human Summary,2.1.3,What increases precision and recall?,Reducing error,Grammatical,Y,Y,Y
Automatic Summary,2.1.4,Where can a range of numbers be specified by enclosing them?,curly brackets,Grammatical,Y,Y,Y
Original Text,2.1.4,Special characters are referred to by special notation based on what?,backslash,Grammatical,Y,Y,Y
Human Summary,2.1.4,What can you specify?,the number of an instance in a pattern,Grammatical,Y,Y,N
Human Summary,2.1.4,What can you specify?,the number of an instance in a pattern,Grammatical,Y,Y,N
Automatic Summary,2.1.5,What is a simple regular expression for a dollar sign followed by a string of digits?,/$[0-9+/,Grammatical,Y,Y,Y
Original Text,2.1.5,What do we need to allow for optional fractions?,disk space,Grammatical,Y,Y,Y
Original Text,2.1.5,What do we want to help a user buy a computer on the Web?,build an application,Grammatical,Y,N,N
Original Text,2.1.5,What will we add after the decimal point and two digits?,a decimal point and two digits,Grammatical,Y,Y,N
Automatic Summary,2.1.5,What does this pattern only allow?,$199.99,Grammatical,Y,Y,N
Automatic Summary,2.1.5,What do we need to allow for?,optional fractions,Grammatical,Y,Y,Y
Human Summary,2.1.6,When does the command(? :) indicate a non-capturing group?,after an opening parenthesis,Grammatical,Y,Y,Y
Original Text,2.1.6,What can the parenthesis and number operators specify?,a certain string or expression must occur twice in the text,Grammatical,Y,Y,Y
Original Text,2.1.6,Creating patterns is the topic of what exercise?,Exercise 2.3,Grammatical,Y,Y,Y
Human Summary,2.1.6,Capture group means using what to store a pattern in memory?,parentheses,Grammatical,Y,Y,Y
Automatic Summary,2.1.6,What does the next set of substitutions do in the input?,matches and replaces other patterns,Grammatical,Y,Y,N
Human Summary,2.1.7,What is used to rule out special cases while parsing complex pattern?,Negative lookahead,Grammatical,Y,Y,N
Original Text,2.1.7,"What do we use when we want to match, at the beginning of a line, any single word that doesn't start with ""Volcano",negative lookahead,Grammatical,N,N,N
Automatic Summary,2.1.7,"The operator (?= pattern) is true if pattern occurs, but is zero-width, i.e. what doesn't advance",match pointer,Grammatical,N,N,N
Automatic Summary,2.1.7,What is commonly used when we are parsing complex patterns but want to rule out a special case?,Negative lookahead,Grammatical,Y,Y,Y
Automatic Summary,2.2,What is a million-word collection of samples from 500 written English texts from different genres called?,The Brown corpus,Grammatical,Y,Y,Y
Original Text,2.2,What is the relationship between the number of types |V | and number of tokens N called?,Herdan's Law,Grammatical,Y,Y,Y
Original Text,2.2,What word has the same lemma cat but are different wordforms?,cats,Grammatical,Y,N,N
Human Summary,2.2,What are utterances?,spoken sentences,Grammatical,Y,Y,Y
Human Summary,2.2,"What is a set of lexical forms that share the steam, major part-of-speech, and word sense?",A lemma,Grammatical,Y,Y,Y
Original Text,2.2,What is the main part of an utterance?,business data processing,Grammatical,Y,Y,Y
Original Text,2.2,What do we sometimes keep around?,disfluencies,Grammatical,Y,Y,Y
Original Text,2.2,What corpus of American English telephone conversations between strangers was collected in the early 1990s?,Switchboard,Grammatical,Y,Y,Y
Human Summary,2.2,How can we differentiate the number of words?,by counting tokens or types,Grammatical,Y,Y,Y
Automatic Summary,2.2,What are words like uh and um called fillers?,filled pauses,Grammatical,Y,N,N
Human Summary,2.2,What is the rough upper limit for the number of possible lemmas?,Dictionary entries or boldface forms,Grammatical,Y,Y,Y
Original Text,2.3,How does a corpus of texts from different historical periods change?,Language changes over time,Grammatical,Y,N,Y
Original Text,2.3,What do most languages have?,multiple varieties,Grammatical,Y,Y,Y
Original Text,2.3,What language was the corpus in?,What language,Grammatical,Y,Y,Y
Human Summary,2.3,What specifies properties of a dataset used in the development of computational models?,data statement,Grammatical,Y,Y,N
Original Text,2.3,When are NLP algorithms most useful?,when they apply across many languages,Grammatical,Y,Y,Y
